"id_user_source";"reciprocityCount";"profile_1";"profile_2"
"54287";"36";"1";"4"
"54288";"213";"4";"4"
"54289";"36";"1";"1"
"54297";"36";"4";"4"
"54301";"36";"4";"4"
"54310";"36";"1";"1"
"54312";"105";"1";"4"
"54314";"68";"4";"4"
"54316";"29";"4";"4"
"54317";"21";"4";"4"
"54318";"52";"4";"4"
"54319";"106";"4";"4"
"54322";"36";"1";"1"
"54325";"36";"4";"4"
"54328";"62";"4";"4"
"54329";"36";"4";"4"
"54332";"36";"1";"1"
"54335";"158";"4";"4"
"54337";"99";"4";"4"
"54338";"36";"1";"1"
"54341";"36";"1";"1"
"54347";"36";"1";"1"
"54348";"204";"4";"4"
"54351";"36";"1";"1"
"54362";"30";"1";"1"
"54366";"26";"4";"4"
"54377";"17";"4";"4"
"54381";"36";"1";"1"
"54382";"107";"1";"1"
"54383";"36";"1";"1"
"54387";"105";"4";"4"
"54414";"107";"4";"4"
"54415";"21";"4";"4"
"54417";"36";"4";"4"
"54422";"34";"1";"1"
"54426";"61";"4";"4"
"54428";"65";"4";"4"
"54433";"36";"1";"1"
"54436";"35";"1";"1"
"54452";"201";"4";"4"
"54453";"1434";"4";"4"
