"totalPost";"userId";"profile_1";"profile_2"
"2";"59504";"4";"4"
"1";"59522";"4";"4"
"2";"59547";"1";"1"
"1";"59586";"1";"1"
"1";"59587";"1";"1"
"1";"59601";"1";"1"
"2";"59602";"4";"4"
"1";"59606";"1";"1"
"1";"59616";"1";"1"
"1";"59633";"1";"1"
"1";"59647";"4";"4"
"1";"59648";"1";"1"
"2";"59703";"1";"1"
"1";"59716";"4";"4"
"5";"59784";"4";"4"
"1";"59824";"4";"4"
"1";"59830";"4";"4"
"1";"59850";"1";"1"
"1";"59856";"4";"4"
"1";"59917";"1";"1"
"1";"59934";"1";"1"
"1";"59965";"4";"4"
"1";"59984";"1";"1"
"1";"60008";"1";"1"
"1";"60015";"1";"1"
"11";"60035";"4";"4"
"1";"60100";"1";"1"
"1";"60150";"1";"1"
"1";"60151";"1";"1"
"1";"60155";"4";"4"
"1";"60176";"1";"1"
"1";"60185";"4";"4"
"1";"60223";"1";"1"
"1";"60246";"4";"4"
"1";"60293";"1";"1"
"1";"60313";"1";"1"
"5";"60359";"4";"4"
"1";"60368";"1";"1"
"1";"60376";"1";"1"
"2";"60410";"4";"4"
"1";"60436";"1";"1"
"1";"60438";"4";"4"
"1";"60468";"1";"1"
"1";"60512";"4";"4"
"1";"60539";"1";"1"
"1";"60574";"1";"4"
"1";"60588";"1";"1"
"1";"60625";"4";"4"
"1";"60641";"4";"4"
"1";"60682";"1";"1"
"1";"60733";"1";"1"
"4";"60752";"4";"4"
"1";"60793";"1";"1"
"1";"60808";"1";"1"
"27";"60826";"4";"4"
"2";"60827";"4";"4"
"1";"60838";"1";"1"
"1";"60937";"1";"1"
"1";"60948";"1";"1"
"1";"60973";"1";"1"
"1";"60983";"1";"1"
"1";"61046";"1";"1"
"1";"61057";"1";"1"
"1";"61066";"1";"1"
"1";"61068";"1";"1"
"1";"61101";"1";"1"
"1";"61110";"1";"1"
"1";"61124";"1";"1"
"1";"61133";"1";"1"
"1";"61148";"4";"4"
"1";"61150";"1";"1"
"2";"61201";"4";"4"
"1";"61237";"1";"1"
"3";"61272";"4";"4"
"1";"61334";"1";"1"
"1";"61349";"1";"1"
"1";"61352";"4";"4"
"1";"61360";"1";"1"
"1";"61363";"1";"1"
"2";"61375";"4";"4"
"1";"61378";"1";"1"
"1";"61386";"4";"4"
"1";"61405";"1";"1"
"1";"61424";"1";"1"
"1";"61439";"1";"1"
"1";"61483";"1";"1"
"1";"61488";"4";"4"
"5";"61527";"4";"4"
"1";"61543";"4";"4"
"1";"61564";"1";"1"
"2";"61625";"4";"4"
"1";"61675";"1";"1"
"6";"61685";"4";"4"
"1";"61720";"1";"1"
"1";"61733";"4";"4"
