"id";"score";"profile_1";"profile_2"
"53980";"2";"4";"4"
"53980";"4";"4";"4"
"52523";"2";"1";"1"
"53584";"1";"4";"4"
"54738";"3";"4";"4"
"52914";"3";"4";"4"
"54738";"0";"4";"4"
"55114";"0";"4";"4"
"52564";"6";"4";"4"
"55233";"0";"1";"1"
"50621";"3";"4";"4"
"50621";"1";"4";"4"
"53584";"2";"4";"4"
"52599";"7";"4";"4"
"53528";"0";"4";"4"
"52599";"5";"4";"4"
"52914";"7";"4";"4"
"50621";"0";"4";"4"
"55234";"3";"1";"1"
"52914";"5";"4";"4"
"54898";"9";"4";"4"
"53529";"10";"4";"4"
"50621";"3";"4";"4"
"54262";"2";"4";"4"
