"id";"profile_1";"profile_2";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"30596";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"30597";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30605";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"30606";"1";"1";"1";\N;"-1,0000";\N;\N;"-1";\N
"30609";"1";"1";"1";\N;"-1,0000";\N;\N;"-1";\N
"30615";"1";"1";"1";\N;"-4,0000";\N;\N;"-4";\N
"30616";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30621";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30622";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30624";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30627";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30629";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30640";"1";"1";"1";\N;"0,0000";\N;\N;"0";\N
"30644";"1";"1";"1";\N;\N;\N;\N;\N;\N
"30645";"1";"1";"1";\N;"-1,0000";\N;\N;"-1";\N
