"id";"profile_1";"profile_2";"reputation";"avgScoreQuestion";"avgScoreAnswers";"avgScoreComments";"sumScoreQuestion";"sumScoreAnswers";"sumScoreComments"
"51731";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51734";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"51753";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51760";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51764";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51770";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51783";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51785";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51787";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51792";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51796";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51799";"1";"1";"1";"0,0000";\N;\N;"0";\N;\N
"51802";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51805";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51811";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51817";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51820";"1";"1";"1";"-10,0000";\N;\N;"-10";\N;\N
"51821";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51829";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51830";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51834";"1";"1";"1";\N;\N;"0,0000";\N;\N;"0"
"51839";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51840";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51841";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51842";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51849";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51856";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51857";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51858";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51866";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51868";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51870";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51882";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51884";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51885";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51888";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51889";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51891";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51894";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51896";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51898";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51901";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51905";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51907";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51916";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51917";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51927";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51931";"1";"1";"1";"-11,0000";\N;\N;"-11";\N;\N
"51933";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51941";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51943";"1";"1";"1";\N;\N;\N;\N;\N;\N
"51945";"1";"1";"1";\N;\N;\N;\N;\N;\N
